city,target_date,decision_hour_local,settled,steps,forecast_steps,temp_trend_1h_f,forecast_peak_delta_hours_local,minutes_since_running_max,forecast_gap_native,current_yes_ask,leg,leg_steps,leg_bracket,ask,ask_size,max_future_bid,min_future_ask,city_hot_tail_pct
Karachi,2026-06-01,19,True,0.0,,-1.8000000000000114,5.0,4650.883333333333,-1.94444444444445,0.999,current_bracket_no,-1,36,0.002,,,,0.5084269662921348
NYC,2026-06-01,10,True,1.0,2.0,2.0,-5.0,39.88333333333333,3.5999999999999943,0.024,d1_yes,1,68-69,0.32,45.0,0.998,0.41,0.2753888380603843
NYC,2026-06-01,10,True,1.0,2.0,2.0,-5.0,39.88333333333333,3.5999999999999943,0.024,d2_yes,2,70-71,0.47,5.0,0.48,0.002,0.2753888380603843
NYC,2026-06-01,10,True,1.0,2.0,2.0,-5.0,39.88333333333333,3.5999999999999943,0.024,tail_yes,6,78-79,0.005,659.71,0.001,0.002,0.2753888380603843
NYC,2026-06-01,10,True,1.0,2.0,2.0,-5.0,39.88333333333333,3.5999999999999943,0.024,current_bracket_no,-1,67,0.99,,0.998,0.999,0.2753888380603843
Madrid,2026-06-01,16,True,1.0,0.0,1.7999999999999972,-1.0,0.8833333333333333,0.22222222222222854,0.35,d1_yes,1,35,0.66,5.0,0.998,0.93,0.5187557182067704
Madrid,2026-06-01,16,True,1.0,0.0,1.7999999999999972,-1.0,0.8833333333333333,0.22222222222222854,0.35,d2_yes,2,36,0.08,14.0,0.03,0.003,0.5187557182067704
Madrid,2026-06-01,16,True,1.0,0.0,1.7999999999999972,-1.0,0.8833333333333333,0.22222222222222854,0.35,tail_yes,3,37,0.009,111.0,0.001,0.002,0.5187557182067704
Madrid,2026-06-01,16,True,1.0,0.0,1.7999999999999972,-1.0,0.8833333333333333,0.22222222222222854,0.35,current_bracket_no,-1,34,0.73,,0.995,0.998,0.5187557182067704
TelAviv,2026-06-01,17,True,0.0,1.0,0.0,5.0,1720.8833333333334,0.4444444444444464,0.999,d1_yes,1,28,0.005,30.0,0.001,0.002,0.37640449438202245
TelAviv,2026-06-01,17,True,0.0,1.0,0.0,5.0,1720.8833333333334,0.4444444444444464,0.999,d2_yes,2,29,0.003,619.44,0.001,0.002,0.37640449438202245
TelAviv,2026-06-01,17,True,0.0,1.0,0.0,5.0,1720.8833333333334,0.4444444444444464,0.999,tail_yes,3,30,0.002,891.17,,,0.37640449438202245
TelAviv,2026-06-01,17,True,0.0,1.0,0.0,5.0,1720.8833333333334,0.4444444444444464,0.999,current_bracket_no,-1,27,0.007,,0.001,0.001,0.37640449438202245
Warsaw,2026-06-01,16,True,0.0,1.0,0.0,2.0,150.88333333333333,1.3888888888888893,0.997,d1_yes,1,21,0.003,6.0,,0.004,0.41171088746569073
Warsaw,2026-06-01,16,True,0.0,1.0,0.0,2.0,150.88333333333333,1.3888888888888893,0.997,d2_yes,2,22,0.004,465.87,,0.003,0.41171088746569073
Warsaw,2026-06-01,16,True,0.0,1.0,0.0,2.0,150.88333333333333,1.3888888888888893,0.997,tail_yes,3,23,0.003,250.81,,0.003,0.41171088746569073
Warsaw,2026-06-01,16,True,0.0,1.0,0.0,2.0,150.88333333333333,1.3888888888888893,0.997,current_bracket_no,-1,20,0.013,,0.001,0.002,0.41171088746569073
Amsterdam,2026-06-01,16,True,0.0,0.0,0.0,3.0,1685.8833333333334,-0.7222222222222214,0.93,d1_yes,1,23,0.1,6.0,0.008,0.008,0.4606741573033708
Amsterdam,2026-06-01,16,True,0.0,0.0,0.0,3.0,1685.8833333333334,-0.7222222222222214,0.93,d2_yes,2,24,0.007,26.0,0.001,0.002,0.4606741573033708
Amsterdam,2026-06-01,16,True,0.0,0.0,0.0,3.0,1685.8833333333334,-0.7222222222222214,0.93,tail_yes,3,25+,0.002,65.0,,0.003,0.4606741573033708
Amsterdam,2026-06-01,16,True,0.0,0.0,0.0,3.0,1685.8833333333334,-0.7222222222222214,0.93,current_bracket_no,-1,22,0.1,,0.012,0.006,0.4606741573033708
Ankara,2026-06-01,17,True,0.0,,0.0,3.0,220.88333333333333,-0.4444444444444464,0.996,d1_yes,1,24,0.005,170.75,0.001,0.003,0.6306179775280899
Ankara,2026-06-01,17,True,0.0,,0.0,3.0,220.88333333333333,-0.4444444444444464,0.996,d2_yes,2,25,0.003,26.0,0.001,0.002,0.6306179775280899
Ankara,2026-06-01,17,True,0.0,,0.0,3.0,220.88333333333333,-0.4444444444444464,0.996,current_bracket_no,-1,23,0.008,,0.001,0.003,0.6306179775280899
Miami,2026-06-01,11,True,4.0,2.0,1.0,-4.0,37.88333333333333,2.9000000000000057,0.002,d1_yes,1,86-87,0.004,50.0,,0.002,0.43000914913083255
Miami,2026-06-01,11,True,4.0,2.0,1.0,-4.0,37.88333333333333,2.9000000000000057,0.002,d2_yes,2,88-89,0.26,56.0,0.001,0.002,0.43000914913083255
Miami,2026-06-01,11,True,4.0,2.0,1.0,-4.0,37.88333333333333,2.9000000000000057,0.002,tail_yes,7,98-99,0.003,294.51,0.001,0.002,0.43000914913083255
Miami,2026-06-01,11,True,4.0,2.0,1.0,-4.0,37.88333333333333,2.9000000000000057,0.002,current_bracket_no,-1,84-85,0.999,,0.999,,0.43000914913083255
Munich,2026-06-01,17,True,0.0,-2.0,-1.8000000000000114,0.0,40.88333333333333,-1.5555555555555571,0.97,d1_yes,1,24,0.052,10.5,0.011,0.001,0.6601123595505618
Munich,2026-06-01,17,True,0.0,-2.0,-1.8000000000000114,0.0,40.88333333333333,-1.5555555555555571,0.97,d2_yes,2,25,0.002,91.01,0.001,0.002,0.6601123595505618
Munich,2026-06-01,17,True,0.0,-2.0,-1.8000000000000114,0.0,40.88333333333333,-1.5555555555555571,0.97,tail_yes,3,26+,0.003,204.81,,0.001,0.6601123595505618
Munich,2026-06-01,17,True,0.0,-2.0,-1.8000000000000114,0.0,40.88333333333333,-1.5555555555555571,0.97,current_bracket_no,-1,23,0.07,,0.01,0.003,0.6601123595505618
Lucknow,2026-06-01,21,True,0.0,,0.0,8.0,180.88333333333333,7.555555555555557,0.999,d1_yes,1,34,0.004,1167.86,,,0.1952247191011236
Lucknow,2026-06-01,21,True,0.0,,0.0,8.0,180.88333333333333,7.555555555555557,0.999,current_bracket_no,-1,33,0.004,,,,0.1952247191011236
Istanbul,2026-06-01,18,True,0.0,0.0,-1.7999999999999972,1.0,6220.883333333333,-0.27777777777777857,0.999,d1_yes,1,27,0.005,120.5,,0.004,0.4044943820224719
Istanbul,2026-06-01,18,True,0.0,0.0,-1.7999999999999972,1.0,6220.883333333333,-0.27777777777777857,0.999,current_bracket_no,-1,26,0.005,,,0.004,0.4044943820224719
Jeddah,2026-06-01,18,True,0.0,0.0,0.0,6.0,270.8833333333333,-0.11111111111111427,0.999,d1_yes,1,36,0.003,47.81,,0.001,0.4410112359550562
Jeddah,2026-06-01,18,True,0.0,0.0,0.0,6.0,270.8833333333333,-0.11111111111111427,0.999,d2_yes,2,38,0.002,636.63,,,0.4410112359550562
Jeddah,2026-06-01,18,True,0.0,0.0,0.0,6.0,270.8833333333333,-0.11111111111111427,0.999,current_bracket_no,-1,35,0.009,,0.001,0.001,0.4410112359550562
TelAviv,2026-06-01,18,True,0.0,1.0,0.0,6.0,1780.8833333333334,0.4444444444444464,0.999,d1_yes,1,28,0.002,219.91,,0.002,0.37640449438202245
TelAviv,2026-06-01,18,True,0.0,1.0,0.0,6.0,1780.8833333333334,0.4444444444444464,0.999,d2_yes,2,29,0.003,1135.96,0.001,0.002,0.37640449438202245
TelAviv,2026-06-01,18,True,0.0,1.0,0.0,6.0,1780.8833333333334,0.4444444444444464,0.999,current_bracket_no,-1,27,0.002,,,0.001,0.37640449438202245
Warsaw,2026-06-01,17,True,0.0,1.0,-3.6000000000000085,3.0,210.88333333333333,1.3888888888888893,0.999,d1_yes,1,21,0.004,59.83,,0.004,0.41171088746569073
Warsaw,2026-06-01,17,True,0.0,1.0,-3.6000000000000085,3.0,210.88333333333333,1.3888888888888893,0.999,d2_yes,2,22,0.004,30.0,,0.003,0.41171088746569073
Warsaw,2026-06-01,17,True,0.0,1.0,-3.6000000000000085,3.0,210.88333333333333,1.3888888888888893,0.999,tail_yes,3,23,0.003,186.06,,0.003,0.41171088746569073
Warsaw,2026-06-01,17,True,0.0,1.0,-3.6000000000000085,3.0,210.88333333333333,1.3888888888888893,0.999,current_bracket_no,-1,20,0.002,,,,0.41171088746569073
Dallas,2026-06-01,10,True,4.0,2.0,3.0,-6.0,37.88333333333333,3.700000000000003,0.004,d1_yes,1,88-89,0.01,413.73,0.001,0.001,0.702247191011236
Dallas,2026-06-01,10,True,4.0,2.0,3.0,-6.0,37.88333333333333,3.700000000000003,0.004,d2_yes,2,90-91,0.015,8.04,0.012,0.002,0.702247191011236
Dallas,2026-06-01,10,True,4.0,2.0,3.0,-6.0,37.88333333333333,3.700000000000003,0.004,tail_yes,3,92-93,0.15,46.66,0.5,0.01,0.702247191011236
Dallas,2026-06-01,10,True,4.0,2.0,3.0,-6.0,37.88333333333333,3.700000000000003,0.004,current_bracket_no,-1,86-87,0.999,,0.999,,0.702247191011236
Amsterdam,2026-06-01,17,True,0.0,0.0,-1.7999999999999972,4.0,1745.8833333333334,-0.7222222222222214,0.988,d1_yes,1,23,0.024,148.0,0.002,0.008,0.4606741573033708
Amsterdam,2026-06-01,17,True,0.0,0.0,-1.7999999999999972,4.0,1745.8833333333334,-0.7222222222222214,0.988,d2_yes,2,24,0.002,1083.67,,0.002,0.4606741573033708
Amsterdam,2026-06-01,17,True,0.0,0.0,-1.7999999999999972,4.0,1745.8833333333334,-0.7222222222222214,0.988,tail_yes,3,25+,0.003,52.93,,,0.4606741573033708
Amsterdam,2026-06-01,17,True,0.0,0.0,-1.7999999999999972,4.0,1745.8833333333334,-0.7222222222222214,0.988,current_bracket_no,-1,22,0.024,,0.002,0.006,0.4606741573033708
Ankara,2026-06-01,18,True,0.0,,0.0,4.0,280.8833333333333,-0.4444444444444464,0.999,d1_yes,1,24,0.003,37.39,0.001,0.003,0.6306179775280899
Ankara,2026-06-01,18,True,0.0,,0.0,4.0,280.8833333333333,-0.4444444444444464,0.999,d2_yes,2,25,0.003,45.0,,0.002,0.6306179775280899
Ankara,2026-06-01,18,True,0.0,,0.0,4.0,280.8833333333333,-0.4444444444444464,0.999,current_bracket_no,-1,23,0.004,,,0.003,0.6306179775280899
Helsinki,2026-06-01,18,True,0.0,1.0,0.0,4.0,2710.883333333333,0.8333333333333321,0.969,d1_yes,1,17,0.029,10.29,0.002,0.003,0.5056179775280899
Helsinki,2026-06-01,18,True,0.0,1.0,0.0,4.0,2710.883333333333,0.8333333333333321,0.969,d2_yes,2,18,0.008,539.12,0.001,0.002,0.5056179775280899
Helsinki,2026-06-01,18,True,0.0,1.0,0.0,4.0,2710.883333333333,0.8333333333333321,0.969,tail_yes,5,21,0.003,113.86,,0.002,0.5056179775280899
Helsinki,2026-06-01,18,True,0.0,1.0,0.0,4.0,2710.883333333333,0.8333333333333321,0.969,current_bracket_no,-1,16,0.049,,0.01,0.002,0.5056179775280899
BuenosAires,2026-06-01,12,True,0.0,2.0,1.8000000000000045,-2.0,30.883333333333333,1.666666666666666,0.35,d1_yes,1,15,0.45,8.5,0.52,0.003,0.6207865168539326
BuenosAires,2026-06-01,12,True,0.0,2.0,1.8000000000000045,-2.0,30.883333333333333,1.666666666666666,0.35,d2_yes,2,16,0.2,8.0,0.11,0.001,0.6207865168539326
BuenosAires,2026-06-01,12,True,0.0,2.0,1.8000000000000045,-2.0,30.883333333333333,1.666666666666666,0.35,tail_yes,4,18+,0.01,212.45,0.003,0.002,0.6207865168539326
BuenosAires,2026-06-01,12,True,0.0,2.0,1.8000000000000045,-2.0,30.883333333333333,1.666666666666666,0.35,current_bracket_no,-1,14,0.68,,0.65,0.002,0.6207865168539326
CapeTown,2026-06-01,17,True,0.0,2.0,-1.8000000000000045,4.0,210.88333333333333,2.2222222222222214,0.999,d1_yes,1,21,0.002,493.96,0.001,0.002,0.324438202247191
CapeTown,2026-06-01,17,True,0.0,2.0,-1.8000000000000045,4.0,210.88333333333333,2.2222222222222214,0.999,d2_yes,2,22,0.002,630.6,,,0.324438202247191
CapeTown,2026-06-01,17,True,0.0,2.0,-1.8000000000000045,4.0,210.88333333333333,2.2222222222222214,0.999,tail_yes,3,23,0.002,885.35,,,0.324438202247191
CapeTown,2026-06-01,17,True,0.0,2.0,-1.8000000000000045,4.0,210.88333333333333,2.2222222222222214,0.999,current_bracket_no,-1,20,0.003,,,0.002,0.324438202247191
Jeddah,2026-06-01,19,True,0.0,0.0,-3.6000000000000085,7.0,300.8833333333333,-0.11111111111111427,0.999,d1_yes,1,36,0.001,199.04,,,0.4410112359550562
Jeddah,2026-06-01,19,True,0.0,0.0,-3.6000000000000085,7.0,300.8833333333333,-0.11111111111111427,0.999,current_bracket_no,-1,35,0.004,,,0.001,0.4410112359550562
TelAviv,2026-06-01,19,True,0.0,1.0,-1.7999999999999972,7.0,1810.8833333333337,0.4444444444444464,,d1_yes,1,28,0.002,221.07,,,0.37640449438202245
TelAviv,2026-06-01,19,True,0.0,1.0,-1.7999999999999972,7.0,1810.8833333333337,0.4444444444444464,,d2_yes,2,29,0.002,1177.92,,,0.37640449438202245
TelAviv,2026-06-01,19,True,0.0,1.0,-1.7999999999999972,7.0,1810.8833333333337,0.4444444444444464,,current_bracket_no,-1,27,0.001,,,,0.37640449438202245
Ankara,2026-06-01,19,True,0.0,,0.0,5.0,310.8833333333333,-0.4444444444444464,,d1_yes,1,24,0.003,20.0,,,0.6306179775280899
Ankara,2026-06-01,19,True,0.0,,0.0,5.0,310.8833333333333,-0.4444444444444464,,d2_yes,2,25,0.002,101.15,,,0.6306179775280899
Ankara,2026-06-01,19,True,0.0,,0.0,5.0,310.8833333333333,-0.4444444444444464,,current_bracket_no,-1,23,0.003,,,,0.6306179775280899
CapeTown,2026-06-01,18,True,0.0,,0.0,5.0,240.88333333333333,2.2222222222222214,,d1_yes,1,21,0.002,493.96,,,0.324438202247191
CapeTown,2026-06-01,18,True,0.0,,0.0,5.0,240.88333333333333,2.2222222222222214,,current_bracket_no,-1,20,0.002,,,,0.324438202247191
Madrid,2026-06-01,18,True,0.0,,0.0,1.0,30.883333333333333,-0.8888888888888857,0.99,d1_yes,1,36,0.012,15.0,,0.003,0.5187557182067704
Madrid,2026-06-01,18,True,0.0,,0.0,1.0,30.883333333333333,-0.8888888888888857,0.99,current_bracket_no,-1,35,0.015,,,0.002,0.5187557182067704
Istanbul,2026-06-01,19,True,0.0,0.0,1.7999999999999972,2.0,6280.883333333333,-0.27777777777777857,,d1_yes,1,27,0.004,20.0,,,0.4044943820224719
Istanbul,2026-06-01,19,True,0.0,0.0,1.7999999999999972,2.0,6280.883333333333,-0.27777777777777857,,current_bracket_no,-1,26,0.004,,,,0.4044943820224719
Houston,2026-06-01,11,True,2.0,1.0,3.0,-3.0,37.88333333333333,1.7999999999999972,0.033,d1_yes,1,88-89,0.28,29.0,0.002,0.002,0.39325842696629215
Houston,2026-06-01,11,True,2.0,1.0,3.0,-3.0,37.88333333333333,1.7999999999999972,0.033,d2_yes,2,90-91,0.52,14.0,0.995,0.5,0.39325842696629215
Houston,2026-06-01,11,True,2.0,1.0,3.0,-3.0,37.88333333333333,1.7999999999999972,0.033,tail_yes,3,92+,0.25,16.0,0.49,0.006,0.39325842696629215
Houston,2026-06-01,11,True,2.0,1.0,3.0,-3.0,37.88333333333333,1.7999999999999972,0.033,current_bracket_no,-1,86-87,0.99,,0.998,0.999,0.39325842696629215
Munich,2026-06-01,18,True,0.0,,1.8000000000000114,1.0,10.883333333333333,-1.5555555555555571,0.99,d1_yes,1,24,0.026,20.0,0.001,0.001,0.6601123595505618
Munich,2026-06-01,18,True,0.0,,1.8000000000000114,1.0,10.883333333333333,-1.5555555555555571,0.99,d2_yes,2,26+,0.003,193.81,,0.001,0.6601123595505618
Munich,2026-06-01,18,True,0.0,,1.8000000000000114,1.0,10.883333333333333,-1.5555555555555571,0.99,current_bracket_no,-1,23,0.02,,0.001,0.003,0.6601123595505618
NYC,2026-06-01,12,True,0.0,1.0,0.0,-3.0,39.88333333333333,2.5999999999999943,0.41,d1_yes,1,70-71,0.5,78.5,0.36,0.002,0.2753888380603843
NYC,2026-06-01,12,True,0.0,1.0,0.0,-3.0,39.88333333333333,2.5999999999999943,0.41,d2_yes,2,72-73,0.09,5.0,0.08,0.003,0.2753888380603843
NYC,2026-06-01,12,True,0.0,1.0,0.0,-3.0,39.88333333333333,2.5999999999999943,0.41,tail_yes,5,78-79,0.004,15.0,0.001,0.002,0.2753888380603843
NYC,2026-06-01,12,True,0.0,1.0,0.0,-3.0,39.88333333333333,2.5999999999999943,0.41,current_bracket_no,-1,68-69,0.65,,0.41,0.002,0.2753888380603843
Austin,2026-06-01,11,True,4.0,3.0,3.0,-7.0,37.88333333333333,6.299999999999997,0.002,d1_yes,1,86-87,0.005,79.07,0.002,0.001,0.6724611161939615
Austin,2026-06-01,11,True,4.0,3.0,3.0,-7.0,37.88333333333333,6.299999999999997,0.002,d2_yes,2,88-89,0.059,51.36,0.021,0.001,0.6724611161939615
Austin,2026-06-01,11,True,4.0,3.0,3.0,-7.0,37.88333333333333,6.299999999999997,0.002,tail_yes,3,90-91,0.28,36.5,0.26,0.003,0.6724611161939615
Austin,2026-06-01,11,True,4.0,3.0,3.0,-7.0,37.88333333333333,6.299999999999997,0.002,current_bracket_no,-1,84-85,0.999,,0.999,0.999,0.6724611161939615
Helsinki,2026-06-01,19,True,0.0,1.0,0.0,5.0,2770.883333333333,0.8333333333333321,0.99,d1_yes,1,17,0.009,60.09,0.001,0.003,0.5056179775280899
Helsinki,2026-06-01,19,True,0.0,1.0,0.0,5.0,2770.883333333333,0.8333333333333321,0.99,d2_yes,2,18,0.008,86.05,0.001,0.002,0.5056179775280899
Helsinki,2026-06-01,19,True,0.0,1.0,0.0,5.0,2770.883333333333,0.8333333333333321,0.99,tail_yes,4,21,0.003,173.86,,0.002,0.5056179775280899
Helsinki,2026-06-01,19,True,0.0,1.0,0.0,5.0,2770.883333333333,0.8333333333333321,0.99,current_bracket_no,-1,16,0.011,,0.001,0.002,0.5056179775280899
Denver,2026-06-01,10,True,3.0,3.0,,-6.0,92.88333333333334,15.799999999999997,0.003,d1_yes,1,72-73,0.002,21.0,0.001,0.002,0.471671388101983
Denver,2026-06-01,10,True,3.0,3.0,,-6.0,92.88333333333334,15.799999999999997,0.003,d2_yes,2,74-75,0.049,25.0,0.035,0.002,0.471671388101983
Denver,2026-06-01,10,True,3.0,3.0,,-6.0,92.88333333333334,15.799999999999997,0.003,tail_yes,3,76+,0.968,5.0,0.997,0.969,0.471671388101983
BuenosAires,2026-06-01,13,True,0.0,2.0,0.0,-1.0,30.883333333333333,1.666666666666666,0.35,d1_yes,1,15,0.56,16.0,0.16,0.003,0.6207865168539326
BuenosAires,2026-06-01,13,True,0.0,2.0,0.0,-1.0,30.883333333333333,1.666666666666666,0.35,d2_yes,2,16,0.17,7.13,0.01,0.001,0.6207865168539326
BuenosAires,2026-06-01,13,True,0.0,2.0,0.0,-1.0,30.883333333333333,1.666666666666666,0.35,tail_yes,4,18+,0.006,117.0,0.001,0.002,0.6207865168539326
BuenosAires,2026-06-01,13,True,0.0,2.0,0.0,-1.0,30.883333333333333,1.666666666666666,0.35,current_bracket_no,-1,14,0.76,,0.17,0.002,0.6207865168539326
Jeddah,2026-06-01,20,True,0.0,0.0,-1.7999999999999972,8.0,360.8833333333333,-0.11111111111111427,,current_bracket_no,-1,35,0.001,,,,0.4410112359550562
Miami,2026-06-01,13,True,1.0,,0.0,-2.0,38.88333333333333,-2.0999999999999943,0.63,d1_yes,1,92-93,0.33,7.0,0.999,0.13,0.43000914913083255
Miami,2026-06-01,13,True,1.0,,0.0,-2.0,38.88333333333333,-2.0999999999999943,0.63,d2_yes,2,94-95,0.119,13.0,0.023,0.001,0.43000914913083255
Miami,2026-06-01,13,True,1.0,,0.0,-2.0,38.88333333333333,-2.0999999999999943,0.63,tail_yes,4,98-99,0.002,39.05,,0.002,0.43000914913083255
Miami,2026-06-01,13,True,1.0,,0.0,-2.0,38.88333333333333,-2.0999999999999943,0.63,current_bracket_no,-1,90-91,0.41,,0.99,0.16,0.43000914913083255
Madrid,2026-06-01,19,True,0.0,,-1.7999999999999972,2.0,91.88333333333334,-0.8888888888888857,,d1_yes,1,36,0.004,281.46,,0.003,0.5187557182067704
Madrid,2026-06-01,19,True,0.0,,-1.7999999999999972,2.0,91.88333333333334,-0.8888888888888857,,current_bracket_no,-1,35,0.002,,,,0.5187557182067704
LA,2026-06-01,10,True,1.0,2.0,4.0,-1.0,29.883333333333333,4.299999999999997,0.01,d1_yes,1,70-71,0.56,21.0,0.996,0.51,0.11893870082342177
LA,2026-06-01,10,True,1.0,2.0,4.0,-1.0,29.883333333333333,4.299999999999997,0.01,d2_yes,2,72-73,0.42,8.0,0.35,0.006,0.11893870082342177
LA,2026-06-01,10,True,1.0,2.0,4.0,-1.0,29.883333333333333,4.299999999999997,0.01,tail_yes,3,74+,0.075,10.81,0.04,0.003,0.11893870082342177
Seattle,2026-06-01,10,True,2.0,2.0,3.0,-6.0,38.88333333333333,11.299999999999997,0.001,d1_yes,1,64-65,0.008,100.0,,0.008,0.5098314606741573
Seattle,2026-06-01,10,True,2.0,2.0,3.0,-6.0,38.88333333333333,11.299999999999997,0.001,d2_yes,2,66+,0.998,160.58,0.999,,0.5098314606741573
BuenosAires,2026-06-01,14,True,0.0,2.0,0.0,0.0,31.883333333333333,1.666666666666666,0.83,d1_yes,1,15,0.24,7.05,0.04,0.003,0.6207865168539326
BuenosAires,2026-06-01,14,True,0.0,2.0,0.0,0.0,31.883333333333333,1.666666666666666,0.83,d2_yes,2,16,0.04,8.0,0.001,0.001,0.6207865168539326
BuenosAires,2026-06-01,14,True,0.0,2.0,0.0,0.0,31.883333333333333,1.666666666666666,0.83,tail_yes,4,18+,0.004,361.0,0.001,0.002,0.6207865168539326
BuenosAires,2026-06-01,14,True,0.0,2.0,0.0,0.0,31.883333333333333,1.666666666666666,0.83,current_bracket_no,-1,14,0.27,,0.04,0.002,0.6207865168539326
Austin,2026-06-01,12,True,4.0,3.0,0.0,-6.0,38.88333333333333,6.299999999999997,0.002,d1_yes,1,86-87,0.008,220.1,0.001,0.001,0.6724611161939615
Austin,2026-06-01,12,True,4.0,3.0,0.0,-6.0,38.88333333333333,6.299999999999997,0.002,d2_yes,2,88-89,0.071,7.06,0.006,0.001,0.6724611161939615
Austin,2026-06-01,12,True,4.0,3.0,0.0,-6.0,38.88333333333333,6.299999999999997,0.002,tail_yes,3,90-91,0.28,65.58,0.26,0.003,0.6724611161939615
Austin,2026-06-01,12,True,4.0,3.0,0.0,-6.0,38.88333333333333,6.299999999999997,0.002,current_bracket_no,-1,84-85,0.999,,0.999,,0.6724611161939615
Dallas,2026-06-01,12,True,3.0,1.0,1.0,-4.0,38.88333333333333,0.7000000000000028,0.008,d1_yes,1,90-91,0.034,343.11,0.012,0.002,0.702247191011236
Dallas,2026-06-01,12,True,3.0,1.0,1.0,-4.0,38.88333333333333,0.7000000000000028,0.008,d2_yes,2,92-93,0.22,27.0,0.5,0.01,0.702247191011236
Dallas,2026-06-01,12,True,3.0,1.0,1.0,-4.0,38.88333333333333,0.7000000000000028,0.008,tail_yes,3,94+,0.81,26.34,0.996,0.29,0.702247191011236
Dallas,2026-06-01,12,True,3.0,1.0,1.0,-4.0,38.88333333333333,0.7000000000000028,0.008,current_bracket_no,-1,88-89,0.999,,0.999,0.999,0.702247191011236
Munich,2026-06-01,20,True,0.0,,-1.7999999999999972,3.0,100.88333333333334,-1.5555555555555571,,d1_yes,1,24,0.003,925.0,,0.001,0.6601123595505618
Munich,2026-06-01,20,True,0.0,,-1.7999999999999972,3.0,100.88333333333334,-1.5555555555555571,,current_bracket_no,-1,23,0.003,,,0.003,0.6601123595505618
Miami,2026-06-01,14,True,1.0,,-2.0,-1.0,97.88333333333334,-2.0999999999999943,0.85,d1_yes,1,92-93,0.13,29.0,0.999,0.38,0.43000914913083255
Miami,2026-06-01,14,True,1.0,,-2.0,-1.0,97.88333333333334,-2.0999999999999943,0.85,d2_yes,2,94-95,0.016,12.66,0.023,0.001,0.43000914913083255
Miami,2026-06-01,14,True,1.0,,-2.0,-1.0,97.88333333333334,-2.0999999999999943,0.85,tail_yes,3,96-97,0.003,5.0,0.002,0.002,0.43000914913083255
Miami,2026-06-01,14,True,1.0,,-2.0,-1.0,97.88333333333334,-2.0999999999999943,0.85,current_bracket_no,-1,90-91,0.16,,0.99,0.38,0.43000914913083255
Houston,2026-06-01,13,True,0.0,-1.0,0.0,-1.0,37.88333333333333,-1.2000000000000028,0.59,d1_yes,1,92+,0.51,10.2,0.49,0.006,0.39325842696629215
Houston,2026-06-01,13,True,0.0,-1.0,0.0,-1.0,37.88333333333333,-1.2000000000000028,0.59,current_bracket_no,-1,90-91,0.46,,0.5,0.005,0.39325842696629215
SanFrancisco,2026-06-01,11,True,0.0,0.0,2.0,-3.0,34.88333333333333,6.400000000000006,,current_bracket_no,-1,68+,0.001,,,,0.37359550561797755
NYC,2026-06-01,14,True,0.0,1.0,0.0,-1.0,39.88333333333333,2.5999999999999943,0.86,d1_yes,1,70-71,0.14,48.43,0.04,0.002,0.2753888380603843
NYC,2026-06-01,14,True,0.0,1.0,0.0,-1.0,39.88333333333333,2.5999999999999943,0.86,d2_yes,2,72-73,0.015,47.75,0.001,0.003,0.2753888380603843
NYC,2026-06-01,14,True,0.0,1.0,0.0,-1.0,39.88333333333333,2.5999999999999943,0.86,tail_yes,4,76-77,0.002,15.13,,0.003,0.2753888380603843
NYC,2026-06-01,14,True,0.0,1.0,0.0,-1.0,39.88333333333333,2.5999999999999943,0.86,current_bracket_no,-1,68-69,0.17,,0.05,0.002,0.2753888380603843
BuenosAires,2026-06-01,15,True,0.0,2.0,0.0,1.0,30.883333333333333,1.666666666666666,0.96,d1_yes,1,15,0.06,14.0,0.002,0.003,0.6207865168539326
BuenosAires,2026-06-01,15,True,0.0,2.0,0.0,1.0,30.883333333333333,1.666666666666666,0.96,d2_yes,2,16,0.004,10.0,0.001,0.001,0.6207865168539326
BuenosAires,2026-06-01,15,True,0.0,2.0,0.0,1.0,30.883333333333333,1.666666666666666,0.96,tail_yes,3,17,0.002,36.0,0.001,0.002,0.6207865168539326
BuenosAires,2026-06-01,15,True,0.0,2.0,0.0,1.0,30.883333333333333,1.666666666666666,0.96,current_bracket_no,-1,14,0.06,,0.003,0.002,0.6207865168539326
Denver,2026-06-01,12,True,0.0,0.0,5.299999999999997,-4.0,32.88333333333333,7.799999999999997,0.998,current_bracket_no,-1,76+,0.008,,0.001,0.003,0.471671388101983
Dallas,2026-06-01,13,True,3.0,1.0,0.0,-3.0,37.88333333333333,0.7000000000000028,0.003,d1_yes,1,90-91,0.011,34.49,0.012,0.002,0.702247191011236
Dallas,2026-06-01,13,True,3.0,1.0,0.0,-3.0,37.88333333333333,0.7000000000000028,0.003,d2_yes,2,92-93,0.31,7.25,0.5,0.01,0.702247191011236
Dallas,2026-06-01,13,True,3.0,1.0,0.0,-3.0,37.88333333333333,0.7000000000000028,0.003,tail_yes,3,94+,0.72,0.02,0.996,0.29,0.702247191011236
Dallas,2026-06-01,13,True,3.0,1.0,0.0,-3.0,37.88333333333333,0.7000000000000028,0.003,current_bracket_no,-1,88-89,0.999,,0.999,,0.702247191011236
Munich,2026-06-01,21,True,0.0,,-3.5999999999999943,4.0,130.88333333333333,-1.5555555555555571,,d1_yes,1,24,0.001,602.51,,,0.6601123595505618
