changed_since_last,city,current_bracket,current_native,current_temp_c,current_yes_ask,current_yes_indicative,current_yes_quote_delay_min,current_yes_quote_source,current_yes_quote_ts_utc,current_yes_snapshot_raw_ask,d1_bracket,d1_no_ask,d1_no_indicative,d1_no_quote_delay_min,d1_no_quote_source,d1_no_quote_ts_utc,d1_no_snapshot_raw_ask,decision_hour_local_at_detect,decision_snapshot_ts_utc,decline_gate,decline_native,detected_after_report_sec,effective_cost_per_share,entry_ask,estimated_cadence_min,expression,fee_per_share,forecast_max_native,forecast_peak_delta_hours_local,in_research_window,live_observation_source,local_detect_ts_utc,mapping_rule,mature_high_gate,minutes_since_running_max_at_detect,path_not_warming_gate,payload_hash,physical_confirmation_base,physical_confirmation_strong_partial,physical_support_count_partial,physical_support_reasons_partial,pnl_per_share,prebase_without_forecast_clock,precip_state,price_source,producer,raw_metar,raw_payload_hash,record_count,registry_class,relative_humidity_pct,report_kind,running_max_c,running_native,settlement_source,settlement_source_class,sky_cover_code,snapshot_path,source,source_age_sec,source_detect_ts_utc,source_fetch_end_utc,source_fetch_latency_sec,source_fetch_start_utc,source_file_ts_utc,source_lane,source_report_ts_utc,station,status,target_date,temp_c,temp_trend_1h_f,ts_utc,unit,warming_state,win
True,SanFrancisco,66-67,64.04,17.8,,0.965,,missing_within_30m,,,68-69,,0.9935,,missing_within_30m,,,15.06388888888889,2026-07-09T22:10:52Z,True,2.8799999999999955,470.347,0.9666899999999999,0.965,60.0,current_yes,0.00169,63.4,1.17,True,aviationweather_metar,2026-07-09T22:03:50.346682+00:00,whole-degree WU station max,True,118.83911136666667,True,95628da30cdf50ea,True,False,1,['onshore_marine_cooling'],0.03331000000000006,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KSFO 092156Z 29020KT 10SM FEW005 18/11 A2993 RMK AO2 PK WND 30027/2119 SLP135 T01780111,8d218e24b819d1b2,19,same_station_source_profile,64.4305946315017,METAR,19.4,66.92,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0610.json,aviationweather_metar,470.347,2026-07-09T22:03:50.346682Z,2026-07-09T22:03:50.346682+00:00,1.265,2026-07-09T22:03:49.081316+00:00,,metar_speci_capable,2026-07-09T21:56:00Z,KSFO,ok,2026-07-09,17.8,-1.9799999999999962,2026-07-09T22:03:50.346682+00:00,F,cooling,1.0
True,SanFrancisco,66-67,64.04,17.8,,0.965,,missing_within_30m,,,68-69,,0.9935,,missing_within_30m,,,15.06388888888889,2026-07-09T22:10:52Z,True,2.8799999999999955,470.347,0.99382,0.9935,60.0,d1_no,0.00032,63.4,1.17,True,aviationweather_metar,2026-07-09T22:03:50.346682+00:00,whole-degree WU station max,True,118.83911136666667,True,95628da30cdf50ea,True,False,1,['onshore_marine_cooling'],0.006179999999999963,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KSFO 092156Z 29020KT 10SM FEW005 18/11 A2993 RMK AO2 PK WND 30027/2119 SLP135 T01780111,8d218e24b819d1b2,19,same_station_source_profile,64.4305946315017,METAR,19.4,66.92,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0610.json,aviationweather_metar,470.347,2026-07-09T22:03:50.346682Z,2026-07-09T22:03:50.346682+00:00,1.265,2026-07-09T22:03:49.081316+00:00,,metar_speci_capable,2026-07-09T21:56:00Z,KSFO,ok,2026-07-09,17.8,-1.9799999999999962,2026-07-09T22:03:50.346682+00:00,F,cooling,1.0
True,LA,74-75,73.04,22.8,,0.995,,missing_within_30m,,,76-77,,0.9955,,missing_within_30m,,,15.101111111111111,2026-07-09T22:10:52Z,True,0.8999999999999915,784.111,0.99525,0.995,60.0,current_yes,0.00025,74.0,2.17,True,aviationweather_metar,2026-07-09T22:06:04.111457+00:00,whole-degree WU station max,True,73.06852428333333,True,add31bdd4691a1fb,True,False,0,[],0.004750000000000032,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KLAX 092153Z 24008KT 9SM FEW008 SCT011 23/17 A2988 RMK AO2 SLP115 T02280167 $,f8c313ef04a4c588,17,same_station_source_profile,69.80971849730659,METAR,23.3,73.94,WU market rules station matches configured station,default_wu_station_by_rules,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0610.json,aviationweather_metar,784.111,2026-07-09T22:06:04.111457Z,2026-07-09T22:06:04.111457+00:00,2.748,2026-07-09T22:06:01.363280+00:00,,metar_speci_capable,2026-07-09T21:53:00Z,KLAX,ok,2026-07-09,22.8,-0.9,2026-07-09T22:06:04.111457+00:00,F,flat,1.0
True,LA,74-75,73.04,22.8,,0.995,,missing_within_30m,,,76-77,,0.9955,,missing_within_30m,,,15.101111111111111,2026-07-09T22:10:52Z,True,0.8999999999999915,784.111,0.99572,0.9955,60.0,d1_no,0.00022,74.0,2.17,True,aviationweather_metar,2026-07-09T22:06:04.111457+00:00,whole-degree WU station max,True,73.06852428333333,True,add31bdd4691a1fb,True,False,0,[],0.0042799999999999505,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR KLAX 092153Z 24008KT 9SM FEW008 SCT011 23/17 A2988 RMK AO2 SLP115 T02280167 $,f8c313ef04a4c588,17,same_station_source_profile,69.80971849730659,METAR,23.3,73.94,WU market rules station matches configured station,default_wu_station_by_rules,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_0610.json,aviationweather_metar,784.111,2026-07-09T22:06:04.111457Z,2026-07-09T22:06:04.111457+00:00,2.748,2026-07-09T22:06:01.363280+00:00,,metar_speci_capable,2026-07-09T21:53:00Z,KLAX,ok,2026-07-09,22.8,-0.9,2026-07-09T22:06:04.111457+00:00,F,flat,1.0
True,Wellington,10,9.0,9.0,,0.975,,missing_within_30m,,,11,,0.979,,missing_within_30m,,,14.117222222222223,2026-07-10T02:11:47Z,True,1.0,422.511,0.97622,0.975,30.0,current_yes,0.00122,8.7,2.18,True,aviationweather_metar,2026-07-10T02:07:02.510894+00:00,whole-degree WU station max,True,307.0418482333333,True,0a01a7fa392958be,True,True,4,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.023780000000000023,True,rain_or_drizzle,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR NZWN 100200Z AUTO 18018KT 7000 -RA FEW014/// SCT020/// BKN026/// 09/07 Q1018,b225d3915513a403,29,same_station_source_profile,87.28920944136608,METAR,10.0,10.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1011.json,aviationweather_metar,422.511,2026-07-10T02:07:02.510894Z,2026-07-10T02:07:02.510894+00:00,1.116,2026-07-10T02:07:01.394568+00:00,,routine_metar_only,2026-07-10T02:00:00Z,NZWN,ok,2026-07-10,9.0,0.0,2026-07-10T02:07:02.510894+00:00,C,flat,1.0
True,Wellington,10,9.0,9.0,,0.975,,missing_within_30m,,,11,,0.979,,missing_within_30m,,,14.117222222222223,2026-07-10T02:11:47Z,True,1.0,422.511,0.98003,0.979,30.0,d1_no,0.00103,8.7,2.18,True,aviationweather_metar,2026-07-10T02:07:02.510894+00:00,whole-degree WU station max,True,307.0418482333333,True,0a01a7fa392958be,True,True,4,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.019970000000000043,True,rain_or_drizzle,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR NZWN 100200Z AUTO 18018KT 7000 -RA FEW014/// SCT020/// BKN026/// 09/07 Q1018,b225d3915513a403,29,same_station_source_profile,87.28920944136608,METAR,10.0,10.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1011.json,aviationweather_metar,422.511,2026-07-10T02:07:02.510894Z,2026-07-10T02:07:02.510894+00:00,1.116,2026-07-10T02:07:01.394568+00:00,,routine_metar_only,2026-07-10T02:00:00Z,NZWN,ok,2026-07-10,9.0,0.0,2026-07-10T02:07:02.510894+00:00,C,flat,1.0
True,Manila,32,30.0,30.0,,0.971,,missing_within_30m,,,33,,0.9785,,missing_within_30m,,,13.179166666666665,2026-07-10T05:20:28Z,True,2.0,645.197,0.97241,0.971,60.0,current_yes,0.00141,29.1,5.33,True,aviationweather_metar,2026-07-10T05:10:45.196851+00:00,whole-degree WU station max,True,130.75328084999998,True,1222df334cc99d2b,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.027590000000000003,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RPLL 100500Z 26019KT 9999 SCT023 OVC090 30/28 Q1003 NOSIG RMK A2962,a392e6fabb604712,16,same_station_source_profile,89.06845243281572,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,4,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,645.197,2026-07-10T05:10:45.196851Z,2026-07-10T05:10:45.196851+00:00,1.023,2026-07-10T05:10:44.173628+00:00,,metar_speci_capable,2026-07-10T05:00:00Z,RPLL,ok,2026-07-10,30.0,-1.8,2026-07-10T05:10:45.196851+00:00,C,cooling,1.0
True,Manila,32,30.0,30.0,,0.971,,missing_within_30m,,,33,,0.9785,,missing_within_30m,,,13.179166666666665,2026-07-10T05:20:28Z,True,2.0,645.197,0.97955,0.9785,60.0,d1_no,0.00105,29.1,5.33,True,aviationweather_metar,2026-07-10T05:10:45.196851+00:00,whole-degree WU station max,True,130.75328084999998,True,1222df334cc99d2b,True,True,3,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression', 'onshore_marine_cooling']",0.020449999999999968,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RPLL 100500Z 26019KT 9999 SCT023 OVC090 30/28 Q1003 NOSIG RMK A2962,a392e6fabb604712,16,same_station_source_profile,89.06845243281572,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,4,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,645.197,2026-07-10T05:10:45.196851Z,2026-07-10T05:10:45.196851+00:00,1.023,2026-07-10T05:10:44.173628+00:00,,metar_speci_capable,2026-07-10T05:00:00Z,RPLL,ok,2026-07-10,30.0,-1.8,2026-07-10T05:10:45.196851+00:00,C,cooling,1.0
True,Shanghai,32,31.0,31.0,,0.84,,missing_within_30m,,,33,,0.8,,missing_within_30m,,,13.18,2026-07-10T05:20:28Z,True,1.0,648.555,0.8467199999999999,0.84,30.0,current_yes,0.00672,30.6,2.33,True,aviationweather_metar,2026-07-10T05:10:48.555440+00:00,whole-degree WU station max,True,70.80925733333333,True,4ef14a2bf07e9a42,True,False,0,[],0.15328000000000008,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR ZSPD 100500Z 14007MPS 120V190 9999 SCT026 31/26 Q1007 NOSIG,607365f1f19158ee,27,same_station_source_profile,74.78895610099171,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,648.555,2026-07-10T05:10:48.555440Z,2026-07-10T05:10:48.555440+00:00,1.026,2026-07-10T05:10:47.529351+00:00,,routine_metar_only,2026-07-10T05:00:00Z,ZSPD,ok,2026-07-10,31.0,-1.8,2026-07-10T05:10:48.555440+00:00,C,cooling,1.0
True,Shanghai,32,31.0,31.0,,0.84,,missing_within_30m,,,33,,0.8,,missing_within_30m,,,13.18,2026-07-10T05:20:28Z,True,1.0,648.555,0.808,0.8,30.0,d1_no,0.008,30.6,2.33,True,aviationweather_metar,2026-07-10T05:10:48.555440+00:00,whole-degree WU station max,True,70.80925733333333,True,4ef14a2bf07e9a42,True,False,0,[],0.19199999999999995,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR ZSPD 100500Z 14007MPS 120V190 9999 SCT026 31/26 Q1007 NOSIG,607365f1f19158ee,27,same_station_source_profile,74.78895610099171,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,648.555,2026-07-10T05:10:48.555440Z,2026-07-10T05:10:48.555440+00:00,1.026,2026-07-10T05:10:47.529351+00:00,,routine_metar_only,2026-07-10T05:00:00Z,ZSPD,ok,2026-07-10,31.0,-1.8,2026-07-10T05:10:48.555440+00:00,C,cooling,1.0
True,Taipei,33,29.0,29.0,,0.9855,,missing_within_30m,,,34,,0.9925,,missing_within_30m,,,13.180277777777777,2026-07-10T05:20:28Z,True,4.0,649.639,0.98621,0.9855,22.5,current_yes,0.00071,31.2,2.33,True,aviationweather_metar,2026-07-10T05:10:49.638835+00:00,whole-degree WU station max,True,190.82731391666667,True,6932f4668ef9d08a,True,True,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.013789999999999969,True,rain_or_drizzle,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RCSS 100500Z 09008KT 050V130 9999 FEW015 SCT018 BKN045 29/28 Q1001 RESHRA NOSIG RMK QFF 1001.7HPA A2958 RA AMT 4.4MM,ab035f9ff9e9202a,35,same_station_source_profile,94.35600561322181,METAR,33.0,33.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,649.639,2026-07-10T05:10:49.638835Z,2026-07-10T05:10:49.638835+00:00,1.08,2026-07-10T05:10:48.558480+00:00,,metar_speci_capable,2026-07-10T05:00:00Z,RCSS,ok,2026-07-10,29.0,-1.8,2026-07-10T05:10:49.638835+00:00,C,cooling,1.0
True,Taipei,33,29.0,29.0,,0.9855,,missing_within_30m,,,34,,0.9925,,missing_within_30m,,,13.180277777777777,2026-07-10T05:20:28Z,True,4.0,649.639,0.99287,0.9925,22.5,d1_no,0.00037,31.2,2.33,True,aviationweather_metar,2026-07-10T05:10:49.638835+00:00,whole-degree WU station max,True,190.82731391666667,True,6932f4668ef9d08a,True,True,3,"['observed_precipitation', 'cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.00712999999999997,True,rain_or_drizzle,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RCSS 100500Z 09008KT 050V130 9999 FEW015 SCT018 BKN045 29/28 Q1001 RESHRA NOSIG RMK QFF 1001.7HPA A2958 RA AMT 4.4MM,ab035f9ff9e9202a,35,same_station_source_profile,94.35600561322181,METAR,33.0,33.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1320.json,aviationweather_metar,649.639,2026-07-10T05:10:49.638835Z,2026-07-10T05:10:49.638835+00:00,1.08,2026-07-10T05:10:48.558480+00:00,,metar_speci_capable,2026-07-10T05:00:00Z,RCSS,ok,2026-07-10,29.0,-1.8,2026-07-10T05:10:49.638835+00:00,C,cooling,1.0
True,Busan,32,31.0,31.0,0.996,0.975,0.6833333333333333,orderbook_archive_first_after_signal,2026-07-10T07:09:18Z,0.996,33,0.995,0.981,0.6833333333333333,orderbook_archive_first_after_signal,2026-07-10T07:09:18Z,0.995,16.114722222222223,2026-07-10T07:08:37Z,True,1.0,413.106,0.97622,0.975,60.0,current_yes,0.00122,31.1,2.13,True,aviationweather_metar,2026-07-10T07:06:53.106352+00:00,whole-degree WU station max,True,66.88510586666666,True,4dd68980a7de268b,True,False,1,['onshore_marine_cooling'],0.023780000000000023,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RKPK 100700Z 19011KT 9999 FEW030 FEW250 31/24 Q1012,70f8d4c5c4d7509c,21,same_station_source_profile,66.3818887938788,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1508.json,aviationweather_metar,413.106,2026-07-10T07:06:53.106352Z,2026-07-10T07:06:53.106352+00:00,1.111,2026-07-10T07:06:51.995737+00:00,,metar_speci_capable,2026-07-10T07:00:00Z,RKPK,ok,2026-07-10,31.0,-1.8,2026-07-10T07:06:53.106352+00:00,C,cooling,1.0
True,Busan,32,31.0,31.0,0.996,0.975,0.6833333333333333,orderbook_archive_first_after_signal,2026-07-10T07:09:18Z,0.996,33,0.995,0.981,0.6833333333333333,orderbook_archive_first_after_signal,2026-07-10T07:09:18Z,0.995,16.114722222222223,2026-07-10T07:08:37Z,True,1.0,413.106,0.98193,0.981,60.0,d1_no,0.00093,31.1,2.13,True,aviationweather_metar,2026-07-10T07:06:53.106352+00:00,whole-degree WU station max,True,66.88510586666666,True,4dd68980a7de268b,True,False,1,['onshore_marine_cooling'],0.01807000000000003,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RKPK 100700Z 19011KT 9999 FEW030 FEW250 31/24 Q1012,70f8d4c5c4d7509c,21,same_station_source_profile,66.3818887938788,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1508.json,aviationweather_metar,413.106,2026-07-10T07:06:53.106352Z,2026-07-10T07:06:53.106352+00:00,1.111,2026-07-10T07:06:51.995737+00:00,,metar_speci_capable,2026-07-10T07:00:00Z,RKPK,ok,2026-07-10,31.0,-1.8,2026-07-10T07:06:53.106352+00:00,C,cooling,1.0
True,Tokyo,30,29.0,29.0,,0.995,,missing_within_30m,,,31,,0.997,,missing_within_30m,,,16.11722222222222,2026-07-10T07:08:37Z,True,1.0,422.904,0.99525,0.995,30.0,current_yes,0.00025,30.4,3.13,True,aviationweather_metar,2026-07-10T07:07:02.904313+00:00,whole-degree WU station max,True,67.04840521666667,True,58329020888784a2,True,False,1,['onshore_marine_cooling'],0.004750000000000032,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RJTT 100700Z 19017KT 9999 FEW030 29/22 Q1014 NOSIG,7b3f2c87a5b1dfae,33,same_station_source_profile,65.97640502342368,METAR,30.0,30.0,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1508.json,aviationweather_metar,422.904,2026-07-10T07:07:02.904313Z,2026-07-10T07:07:02.904313+00:00,1.951,2026-07-10T07:07:00.953401+00:00,,routine_metar_only,2026-07-10T07:00:00Z,RJTT,ok,2026-07-10,29.0,-1.8,2026-07-10T07:07:02.904313+00:00,C,cooling,1.0
True,Tokyo,30,29.0,29.0,,0.995,,missing_within_30m,,,31,,0.997,,missing_within_30m,,,16.11722222222222,2026-07-10T07:08:37Z,True,1.0,422.904,0.99715,0.997,30.0,d1_no,0.00015,30.4,3.13,True,aviationweather_metar,2026-07-10T07:07:02.904313+00:00,whole-degree WU station max,True,67.04840521666667,True,58329020888784a2,True,False,1,['onshore_marine_cooling'],0.002850000000000019,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR RJTT 100700Z 19017KT 9999 FEW030 29/22 Q1014 NOSIG,7b3f2c87a5b1dfae,33,same_station_source_profile,65.97640502342368,METAR,30.0,30.0,WU market rules station matches configured station,default_wu_station_by_rules,1,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1508.json,aviationweather_metar,422.904,2026-07-10T07:07:02.904313Z,2026-07-10T07:07:02.904313+00:00,1.951,2026-07-10T07:07:00.953401+00:00,,routine_metar_only,2026-07-10T07:00:00Z,RJTT,ok,2026-07-10,29.0,-1.8,2026-07-10T07:07:02.904313+00:00,C,cooling,1.0
True,Singapore,32,31.0,31.0,,0.989,,missing_within_30m,,,33,,0.9945,,missing_within_30m,,,15.548055555555555,2026-07-10T07:37:46Z,True,1.0,173.471,0.98954,0.989,30.0,current_yes,0.00054,30.7,0.62,True,aviationweather_metar,2026-07-10T07:32:53.470943+00:00,whole-degree WU station max,True,92.89118238333334,True,08ac4869e9d1e183,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.010460000000000025,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR WSSS 100730Z 15007KT 120V190 9999 FEW018 FEW020TCU SCT040 BKN270 31/25 Q1009 NOSIG,7bb12c16b670c9f2,32,same_station_source_profile,70.47582088918257,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1537.json,aviationweather_metar,173.471,2026-07-10T07:32:53.470943Z,2026-07-10T07:32:53.470943+00:00,1.12,2026-07-10T07:32:52.350949+00:00,,routine_metar_only,2026-07-10T07:30:00Z,WSSS,ok,2026-07-10,31.0,0.0,2026-07-10T07:32:53.470943+00:00,C,flat,1.0
True,Singapore,32,31.0,31.0,,0.989,,missing_within_30m,,,33,,0.9945,,missing_within_30m,,,15.548055555555555,2026-07-10T07:37:46Z,True,1.0,173.471,0.99477,0.9945,30.0,d1_no,0.00027,30.7,0.62,True,aviationweather_metar,2026-07-10T07:32:53.470943+00:00,whole-degree WU station max,True,92.89118238333334,True,08ac4869e9d1e183,True,True,2,"['cloud_limited_flat_or_cooling', 'moisture_cloud_suppression']",0.005229999999999957,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR WSSS 100730Z 15007KT 120V190 9999 FEW018 FEW020TCU SCT040 BKN270 31/25 Q1009 NOSIG,7bb12c16b670c9f2,32,same_station_source_profile,70.47582088918257,METAR,32.0,32.0,WU market rules station matches configured station,default_wu_station_by_rules,3,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1537.json,aviationweather_metar,173.471,2026-07-10T07:32:53.470943Z,2026-07-10T07:32:53.470943+00:00,1.12,2026-07-10T07:32:52.350949+00:00,,routine_metar_only,2026-07-10T07:30:00Z,WSSS,ok,2026-07-10,31.0,0.0,2026-07-10T07:32:53.470943+00:00,C,flat,1.0
True,Beijing,27,26.0,26.0,0.997,0.9955,0.4666666666666667,orderbook_archive_first_after_signal,2026-07-10T08:08:08Z,0.997,28,0.995,0.9945,0.48333333333333334,orderbook_archive_first_after_signal,2026-07-10T08:08:09Z,0.995,16.122777777777777,2026-07-10T08:07:40Z,True,1.0,442.996,0.99572,0.9955,30.0,current_yes,0.00022,28.7,1.12,True,aviationweather_metar,2026-07-10T08:07:22.996031+00:00,whole-degree WU station max,True,127.38326718333333,True,e06bd83d2d777c40,True,False,1,['observed_precipitation'],0.0042799999999999505,True,thunderstorm,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR ZBAA 100800Z VRB01MPS 9999 -SHRA SCT026 26/25 Q1002 BECMG AT0840 TS,7803d75cbdb25536,40,same_station_source_profile,94.23292497092102,METAR,27.0,27.0,WU market rules station matches configured station,default_wu_station_by_rules,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1607.json,aviationweather_metar,442.996,2026-07-10T08:07:22.996031Z,2026-07-10T08:07:22.996031+00:00,1.176,2026-07-10T08:07:21.819588+00:00,,metar_speci_capable,2026-07-10T08:00:00Z,ZBAA,ok,2026-07-10,26.0,0.0,2026-07-10T08:07:22.996031+00:00,C,flat,1.0
True,Beijing,27,26.0,26.0,0.997,0.9955,0.4666666666666667,orderbook_archive_first_after_signal,2026-07-10T08:08:08Z,0.997,28,0.995,0.9945,0.48333333333333334,orderbook_archive_first_after_signal,2026-07-10T08:08:09Z,0.995,16.122777777777777,2026-07-10T08:07:40Z,True,1.0,442.996,0.99477,0.9945,30.0,d1_no,0.00027,28.7,1.12,True,aviationweather_metar,2026-07-10T08:07:22.996031+00:00,whole-degree WU station max,True,127.38326718333333,True,e06bd83d2d777c40,True,False,1,['observed_precipitation'],0.005229999999999957,True,thunderstorm,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR ZBAA 100800Z VRB01MPS 9999 -SHRA SCT026 26/25 Q1002 BECMG AT0840 TS,7803d75cbdb25536,40,same_station_source_profile,94.23292497092102,METAR,27.0,27.0,WU market rules station matches configured station,default_wu_station_by_rules,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1607.json,aviationweather_metar,442.996,2026-07-10T08:07:22.996031Z,2026-07-10T08:07:22.996031+00:00,1.176,2026-07-10T08:07:21.819588+00:00,,metar_speci_capable,2026-07-10T08:00:00Z,ZBAA,ok,2026-07-10,26.0,0.0,2026-07-10T08:07:22.996031+00:00,C,flat,1.0
True,Chengdu,36,32.0,32.0,,0.985,,missing_within_30m,,,37,,0.989,,missing_within_30m,,,16.123333333333335,2026-07-10T08:07:40Z,True,4.0,444.271,0.98574,0.985,60.0,current_yes,0.00074,38.5,1.12,True,aviationweather_metar,2026-07-10T08:07:24.271437+00:00,whole-degree WU station max,True,187.40452395,True,65eda4fbe2173cd0,True,False,0,[],0.01426000000000005,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR ZUUU 100800Z 02005MPS 9999 SCT050 32/24 Q0997 NOSIG,c92b7a7e89557cb6,17,same_station_source_profile,62.71443976755973,METAR,36.0,36.0,WU market rules station matches configured station,default_wu_station_by_rules,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1607.json,aviationweather_metar,444.271,2026-07-10T08:07:24.271437Z,2026-07-10T08:07:24.271437+00:00,1.117,2026-07-10T08:07:23.153966+00:00,,routine_metar_only,2026-07-10T08:00:00Z,ZUUU,ok,2026-07-10,32.0,0.0,2026-07-10T08:07:24.271437+00:00,C,flat,1.0
True,Chengdu,36,32.0,32.0,,0.985,,missing_within_30m,,,37,,0.989,,missing_within_30m,,,16.123333333333335,2026-07-10T08:07:40Z,True,4.0,444.271,0.98954,0.989,60.0,d1_no,0.00054,38.5,1.12,True,aviationweather_metar,2026-07-10T08:07:24.271437+00:00,whole-degree WU station max,True,187.40452395,True,65eda4fbe2173cd0,True,False,0,[],0.010460000000000025,True,none_observed,indicative_market_price_not_executable,weather_data_feed_service.source_events,METAR ZUUU 100800Z 02005MPS 9999 SCT050 32/24 Q0997 NOSIG,c92b7a7e89557cb6,17,same_station_source_profile,62.71443976755973,METAR,36.0,36.0,WU market rules station matches configured station,default_wu_station_by_rules,2,/Volumes/jrs/weather_data_feed_service_runtime/targeted_output/paper_snapshots/snapshot_20260710_1607.json,aviationweather_metar,444.271,2026-07-10T08:07:24.271437Z,2026-07-10T08:07:24.271437+00:00,1.117,2026-07-10T08:07:23.153966+00:00,,routine_metar_only,2026-07-10T08:00:00Z,ZUUU,ok,2026-07-10,32.0,0.0,2026-07-10T08:07:24.271437+00:00,C,flat,1.0
