snapshot_ts_utc,city,target_date,leg,bracket,unit,win,entry_price,p_market_entry_v1,p_heating_done_score_v1,p_leg_win_physical_lodo_v1,p_leg_win_physical_expanding_v1,p_leg_win_physical_v1,local_time_float,forecast_peak_delta_hours_local,forecast_gap_to_running_native,decline_native,target_distance_native,forecast_margin_to_target_native,metar_obs_count_today,running_value,leg,unit,path_state,peak_delta_bucket,forecast_gap_bucket
2026-06-30T07:26:03Z,Chongqing,2026-06-30,d3_no,29,C,1.0,0.999,0.999,0.9,0.9688030254622542,,0.9683503364611595,15.433333333333334,-0.57,-1.1999999999999993,1.1111111111111107,3.0,4.199999999999999,16,26,d3_no,C,decline,peak_1h_to_15m_ahead,busted_lt_minus1
2026-06-30T07:26:03Z,Dallas,2026-06-30,d2_no,90-91,F,1.0,0.997,0.997,1e-06,0.9676193486892022,,0.9728775092267666,15.433333333333334,-13.57,11.5,2.0,4.0,-7.5,2,86,d2_no,F,decline,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Dallas,2026-06-30,d3_no,92-93,F,1.0,0.94,0.94,1e-06,0.9827836443139134,,0.9841800318958158,15.433333333333334,-13.57,11.5,2.0,6.0,-5.5,2,86,d3_no,F,decline,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Guangzhou,2026-06-30,current_yes,34,C,1.0,0.996,0.996,0.8,0.9152044126746217,,0.9401402544299831,15.433333333333334,2.43,-1.8999999999999984,6.111111111111107,0.0,1.8999999999999986,34,34,current_yes,C,decline,post_peak_gt1_5h,busted_lt_minus1
2026-06-30T07:26:03Z,Guangzhou,2026-06-30,d1_no,35,C,1.0,0.997,0.997,0.8,0.9871991226914115,,0.9918029295560601,15.433333333333334,2.43,-1.8999999999999984,6.111111111111107,1.0,2.8999999999999986,34,34,d1_no,C,decline,post_peak_gt1_5h,busted_lt_minus1
2026-06-30T07:26:03Z,Helsinki,2026-06-30,d1_no,24,C,1.0,0.996,0.996,1e-06,0.857144389968879,,0.8468694864095813,15.433333333333334,-6.57,3.0,0.0,1.0,-2.0,21,23,d1_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Helsinki,2026-06-30,d2_no,25,C,1.0,0.97,0.97,1e-06,0.8644554245903355,,0.8587196027153178,15.433333333333334,-6.57,3.0,0.0,2.0,-1.0,21,23,d2_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,Helsinki,2026-06-30,d3_no,26,C,0.0,0.73,0.73,0.2,0.8946248006554863,,0.8842935145114938,15.433333333333334,-6.57,3.0,0.0,3.0,0.0,21,23,d3_no,C,at_high,peak_gt1h_ahead,room_gt2
2026-06-30T07:26:03Z,HongKong,2026-06-30,current_yes,33,C,0.0,0.049,0.049,0.8,0.7427896938114358,,0.7233137778718584,15.433333333333334,3.43,-3.0,0.5555555555555571,0.0,3.0,38,33,current_yes,C,decline,post_peak_gt1_5h,busted_lt_minus1
2026-06-30T07:26:03Z,HongKong,2026-06-30,d1_no,34,C,1.0,0.999,0.999,0.8,0.9537779094819564,,0.9526951351714983,15.433333333333334,3.43,-3.0,0.5555555555555571,1.0,4.0,38,33,d1_no,C,decline,post_peak_gt1_5h,busted_lt_minus1
2026-06-30T07:26:03Z,HongKong,2026-06-30,d2_no,35,C,1.0,0.999,0.999,0.999999,0.9563950427412742,,0.9567738618620231,15.433333333333334,3.43,-3.0,0.5555555555555571,2.0,5.0,38,33,d2_no,C,decline,post_peak_gt1_5h,busted_lt_minus1
