trades,dates,cities,wins,win_rate,avg_ask,avg_cost,cost,pnl,roi,roi_ci_low,roi_ci_high,daily_negative_100pct,target_date,evidence_layer,model,dropped_numeric_all_missing_in_train
1,1,1,0,0.0,0.49,0.6855211473546454,0.6855211473546454,-0.6855211473546454,-1.0,,,1,2026-06-10,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
2,1,2,1,0.5,0.255,0.4533980279711747,0.9067960559423494,1.562724912027063,1.7233477161555002,,,0,2026-06-11,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
2,1,2,2,1.0,0.23500000000000001,0.4914295587640106,0.9828591175280212,3.633934293858519,3.697309440439632,,,0,2026-06-12,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,1,1.0,0.4,0.4670118763552527,0.4670118763552527,0.700517814532879,1.4999999999999998,,,0,2026-06-13,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
2,1,2,1,0.5,0.24,0.4627484273183995,0.925496854636799,0.8482889611748374,0.916576817008999,,,0,2026-06-14,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,1,1.0,0.39,0.8279982957413345,0.8279982957413345,1.2950742574415743,1.5641025641025639,,,0,2026-06-15,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,0,0.0,0.28,0.45630190473965193,0.45630190473965193,-0.45630190473965193,-1.0,,,1,2026-06-16,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,0,0.0,0.38,0.5139968617184327,0.5139968617184327,-0.5139968617184327,-1.0,,,1,2026-06-17,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,1,1.0,0.7,0.8109995440666198,0.8109995440666198,0.3475712331714085,0.42857142857142855,,,0,2026-06-18,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
2,1,2,1,0.5,0.33,0.4027331872995859,0.8054663745991718,0.3475492064808453,0.4314881631822283,,,0,2026-06-19,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,0,0.0,0.11,0.5621782192668241,0.5621782192668241,-0.5621782192668241,-1.0,,,1,2026-06-20,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
2,1,2,1,0.5,0.3,0.47808027966236,0.95616055932472,0.6268805288502292,0.6556226595384336,,,0,2026-06-21,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,0,0.0,0.22,0.3605326836584148,0.3605326836584148,-0.3605326836584148,-1.0,,,1,2026-06-22,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,1,1.0,0.21,0.47374961286143413,0.47374961286143413,1.7822009245739663,3.7619047619047614,,,0,2026-06-23,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,0,0.0,0.72,0.7354086878692456,0.7354086878692456,-0.7354086878692456,-1.0,,,1,2026-06-24,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,0,0.0,0.4,0.6851161873273546,0.6851161873273546,-0.6851161873273546,-1.0,,,1,2026-06-25,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,0,0.0,0.29,0.5510372385473341,0.5510372385473341,-0.5510372385473341,-1.0,,,1,2026-06-26,historical_best_ask_diagnostic,logit_mechanism_weather_citybias,city_source_bias_mae;city_source_bias_p90
1,1,1,1,1.0,0.49,0.651713337092145,0.651713337092145,0.6783138814632529,1.0408163265306123,,,0,2026-06-07,historical_best_ask_diagnostic,logit_mechanism_plus_heuristic_score,city_source_bias_mae;city_source_bias_p90
2,1,2,2,1.0,0.42000000000000004,0.4748954348964854,0.9497908697929708,1.4034869739805877,1.4776800015844653,,,0,2026-06-08,historical_best_ask_diagnostic,logit_mechanism_plus_heuristic_score,city_source_bias_mae;city_source_bias_p90
2,1,2,2,1.0,0.28,0.46796416779489647,0.9359283355897929,2.8137212251809345,3.006342599305763,,,0,2026-06-09,historical_best_ask_diagnostic,logit_mechanism_plus_heuristic_score,city_source_bias_mae;city_source_bias_p90
1,1,1,0,0.0,0.49,0.6930209403200588,0.6930209403200588,-0.6930209403200588,-1.0,,,1,2026-06-10,historical_best_ask_diagnostic,logit_mechanism_plus_heuristic_score,city_source_bias_mae;city_source_bias_p90
2,1,2,1,0.5,0.255,0.49006667536583587,0.9801333507316717,1.9242625877149853,1.963266106880782,,,0,2026-06-11,historical_best_ask_diagnostic,logit_mechanism_plus_heuristic_score,city_source_bias_mae;city_source_bias_p90
1,1,1,1,1.0,0.19,0.8083472235079429,0.8083472235079429,3.446111847586493,4.263157894736842,,,0,2026-06-12,historical_best_ask_diagnostic,logit_mechanism_plus_heuristic_score,city_source_bias_mae;city_source_bias_p90
1,1,1,1,1.0,0.4,0.4672050547190388,0.4672050547190388,0.7008075820785582,1.5,,,0,2026-06-13,historical_best_ask_diagnostic,logit_mechanism_plus_heuristic_score,city_source_bias_mae;city_source_bias_p90
2,1,2,1,0.5,0.16499999999999998,0.4975839984575714,0.9951679969151428,1.5516285342504166,1.559162411834193,,,0,2026-06-14,historical_best_ask_diagnostic,logit_mechanism_plus_heuristic_score,city_source_bias_mae;city_source_bias_p90
