policy,scope,city,target_date,hour,action,active_before,desired_expression,close_expr,cost_delta,payoff_locked_delta,old_p,new_p,rebalance_incremental_ev,close_incremental_ev
first_lock_no_current_yes,verified_forward,Miami,2026-06-23,10.0,open,,d1_no,,0.82738,0.0,,0.850999974460583,,
first_lock_no_current_yes,verified_forward,Miami,2026-06-25,10.0,open,,d1_no,,0.5623750000000001,0.0,,0.5892529807836873,,
first_lock_no_current_yes,verified_forward,Miami,2026-06-27,10.0,open,,d2_no,,0.5324800000000001,0.0,,0.5936291304759638,,
first_lock_no_current_yes,verified_forward,Munich,2026-06-21,14.0,open,,d1_yes,,0.49248,0.0,,0.545530753186125,,
first_lock_no_current_yes,verified_forward,Munich,2026-06-22,16.0,open,,current_no,,0.43218,0.0,,0.6324074784010097,,
first_lock_no_current_yes,verified_forward,Munich,2026-06-23,14.0,open,,current_no,,0.43218,0.0,,0.4730808823122335,,
first_lock_no_current_yes,verified_forward,NYC,2026-06-21,12.0,open,,d2_yes,,0.602095,0.0,,0.6480130017240588,,
first_lock_no_current_yes,verified_forward,NYC,2026-06-22,10.0,open,,d2_no,,0.73008,0.0,,0.7916650629066798,,
first_lock_no_current_yes,verified_forward,NYC,2026-06-26,15.0,open,,d1_no,,0.43218,0.0,,0.4999005655501087,,
first_lock_no_current_yes,verified_forward,NYC,2026-06-29,10.0,open,,d2_no,,0.86602,0.0,,0.8924969341059618,,
first_lock_no_current_yes,verified_forward,NYC,2026-06-30,11.0,open,,d1_no,,0.73008,0.0,,0.7826407601867498,,
first_lock_no_current_yes,verified_forward,NYC,2026-07-03,14.0,open,,current_no,,0.85540995,0.0,,0.8903466468145693,,
first_lock_no_current_yes,verified_forward,SanFrancisco,2026-06-21,12.0,open,,d1_no,,0.700695,0.0,,0.7452866298052147,,
first_lock_no_current_yes,verified_forward,SanFrancisco,2026-06-26,12.0,open,,d1_no,,0.641655,0.0,,0.7030803136499093,,
first_lock_no_current_yes,verified_forward,SanFrancisco,2026-06-27,12.0,open,,d2_no,,0.76912,0.0,,0.7963135161006976,,
first_lock_no_current_yes,verified_forward,SanFrancisco,2026-07-03,13.0,open,,d1_no,,0.41200000000000003,0.0,,0.5341950449947216,,
first_lock_no_current_yes,verified_forward,SaoPaulo,2026-06-27,14.0,open,,d1_no,,0.5921799999999999,0.0,,0.6568722229225135,,
first_lock_no_current_yes,verified_forward,SaoPaulo,2026-06-30,11.0,open,,d2_no,,0.837055,0.0,,0.8673642258903493,,
first_lock_no_current_yes,verified_forward,Seattle,2026-06-25,11.0,open,,d1_no,,0.77788195,0.0,,0.7998864021874218,,
first_lock_no_current_yes,verified_forward,Seattle,2026-06-27,11.0,open,,d2_no,,0.65152,0.0,,0.7185364054163703,,
first_lock_no_current_yes,verified_forward,Shanghai,2026-06-22,10.0,open,,d2_no,,0.8968168,0.0,,0.9372496291640215,,
first_lock_no_current_yes,verified_forward,Shanghai,2026-06-23,10.0,open,,d1_no,,0.82738,0.0,,0.8477555755156869,,
first_lock_no_current_yes,verified_forward,Shanghai,2026-06-25,10.0,open,,d1_no,,0.57232,0.0,,0.5995357917266517,,
first_lock_no_current_yes,verified_forward,Shanghai,2026-06-30,11.0,open,,d2_no,,0.86602,0.0,,0.8864214243061292,,
first_lock_no_current_yes,verified_forward,Singapore,2026-06-21,10.0,open,,d2_yes,,0.41200000000000003,0.0,,0.4362450319913056,,
first_lock_no_current_yes,verified_forward,Singapore,2026-06-26,10.0,open,,d1_no,,0.7104999999999999,0.0,,0.7528411115660907,,
first_lock_no_current_yes,verified_forward,Singapore,2026-06-27,10.0,open,,d2_no,,0.65152,0.0,,0.6846408406177824,,
first_lock_no_current_yes,verified_forward,Singapore,2026-06-28,10.0,open,,d2_no,,0.5623750000000001,0.0,,0.613494496314031,,
first_lock_no_current_yes,verified_forward,Taipei,2026-06-22,11.0,open,,d1_no,,0.76912,0.0,,0.7910431662748683,,
first_lock_no_current_yes,verified_forward,Taipei,2026-06-25,11.0,open,,d2_no,,0.8467199999999999,0.0,,0.8712458491691798,,
first_lock_no_current_yes,verified_forward,Taipei,2026-06-26,14.0,open,,current_no,,0.41200000000000003,0.0,,0.6367174254290653,,
first_lock_no_current_yes,verified_forward,Taipei,2026-06-27,12.0,open,,current_no,,0.6810550000000001,0.0,,0.7897224890582089,,
first_lock_no_current_yes,verified_forward,Taipei,2026-06-30,12.0,open,,current_no,,0.58523355,0.0,,0.628782366588316,,
first_lock_no_current_yes,verified_forward,TelAviv,2026-06-21,10.0,open,,d2_yes,,0.4724199999999999,0.0,,0.5194260493694414,,
first_lock_no_current_yes,verified_forward,TelAviv,2026-06-27,10.0,open,,d1_no,,0.5324800000000001,0.0,,0.5609833867155821,,
first_lock_no_current_yes,verified_forward,TelAviv,2026-07-01,13.0,open,,d1_no,,0.661375,0.0,,0.703648856142228,,
first_lock_no_current_yes,verified_forward,Tokyo,2026-06-27,10.0,open,,current_no,,0.641655,0.0,,0.6735088723916367,,
first_lock_no_current_yes,verified_forward,Warsaw,2026-06-21,11.0,open,,current_no,,0.6020949999999999,0.0,,0.6372500907055763,,
first_lock_no_current_yes,verified_forward,Warsaw,2026-06-22,15.0,open,,current_no,,0.502495,0.0,,0.6623925214472034,,
first_lock_no_current_yes,verified_forward,Warsaw,2026-06-23,13.0,open,,d1_no,,0.45232,0.0,,0.4814752662688706,,
first_lock_no_current_yes,verified_forward,Warsaw,2026-06-27,16.0,open,,d2_no,,0.808,0.0,,0.8467581443195584,,
first_lock_no_current_yes,verified_forward,Wellington,2026-06-27,10.0,open,,d1_yes,,0.442255,0.0,,0.5142335291981452,,
first_lock_no_current_yes,verified_forward,Wellington,2026-06-28,10.0,open,,d1_yes,,0.542455,0.0,,0.6037562443365432,,
first_lock_no_current_yes,verified_forward,Wellington,2026-06-30,10.0,open,,d1_no,,0.82738,0.0,,0.8498874672551855,,
first_lock_no_current_yes,verified_forward,Wuhan,2026-06-23,11.0,open,,d2_no,,0.8176950000000001,0.0,,0.8388163428792969,,
first_lock_no_current_yes,verified_forward,Wuhan,2026-06-25,17.0,open,,d1_no,,0.50549755,0.0,,0.572184358887768,,
first_lock_no_current_yes,verified_forward,Wuhan,2026-06-28,10.0,open,,d2_yes,,0.4523199999999999,0.0,,0.4726547740894441,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-02,12.0,open,,d2_no,,0.9332550000000001,0.0,,0.955519982274328,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-04,16.0,open,,d1_no,,0.82641195,0.0,,0.8494729033451355,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-05,10.0,open,,d2_yes,,0.49248,0.0,,0.529540833054331,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-06,13.0,open,,d1_no,,0.808,0.0,,0.8433352282866907,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-12,11.0,open,,d2_no,,0.7398549999999999,0.0,,0.7824077904080537,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-12,12.0,close,d2_no,d1_no,d2_yes,0.37151999999999996,1.0,0.6201699853081282,,,0.00831001469187187
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-12,13.0,open,,d1_no,,0.759375,0.0,,0.7980258516200318,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-14,10.0,open,,d1_no,,0.5324800000000001,0.0,,0.5783122547546443,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-15,13.0,open,,d2_yes,,0.502495,0.0,,0.5509927602635503,,
target_book_close_only_ev0,dev_cv,Amsterdam,2026-06-18,14.0,open,,d1_yes,,0.55242,0.0,,0.5752907629787734,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-03,13.0,open,,d1_no,,0.5623750000000001,0.0,,0.6019689520832825,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-03,14.0,hold_close_not_worth_cost,d1_no,current_no,d1_yes,0.0,0.0,0.5382596826402795,,,-0.030739682640279486
target_book_close_only_ev0,dev_cv,Ankara,2026-06-04,12.0,open,,d2_no,,0.621895,0.0,,0.7102570198352274,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-05,11.0,open,,d2_no,,0.5324800000000001,0.0,,0.5589949396520015,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-05,13.0,hold_close_not_worth_cost,d2_no,d1_no,d2_yes,0.0,0.0,0.9770514446649052,,,-0.008506444664905244
target_book_close_only_ev0,dev_cv,Ankara,2026-06-06,11.0,open,,d2_yes,,0.41200000000000003,0.0,,0.47039227071952,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-06,13.0,hold_close_not_worth_cost,d2_yes,current_no,d2_no,0.0,0.0,0.0660075544154932,,,-0.008827554415493197
target_book_close_only_ev0,dev_cv,Ankara,2026-06-07,12.0,open,,d2_no,,0.86602,0.0,,0.8867316271292518,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-08,12.0,open,,d2_yes,,0.612,0.0,,0.6346405023074266,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-08,13.0,hold_close_not_worth_cost,d2_yes,d1_no,d2_no,0.0,0.0,0.3282979954623156,,,-0.09741799546231561
target_book_close_only_ev0,dev_cv,Ankara,2026-06-13,12.0,open,,current_no,,0.76912,0.0,,0.7913818097218595,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-14,12.0,open,,d2_no,,0.63178,0.0,,0.6724723682945833,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-18,11.0,open,,d1_no,,0.720295,0.0,,0.7459450514820255,,
target_book_close_only_ev0,dev_cv,Ankara,2026-06-18,12.0,hold_close_not_worth_cost,d1_no,current_no,d1_yes,0.0,0.0,0.7661629348683398,,,-0.06645793486833973
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-02,11.0,open,,d2_no,,0.7398549999999999,0.0,,0.8004190513560898,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-02,12.0,close,d2_no,d1_no,d2_yes,0.26962,1.0,0.6531306014944513,,,0.07724939850554868
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-03,12.0,open,,d2_no,,0.808,0.0,,0.8354201663517241,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-03,13.0,close,d2_no,d1_no,d2_yes,0.602095,1.0,0.38775332987941,,,0.010151670120589928
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-04,14.0,open,,current_no,,0.8176950000000001,0.0,,0.8526724419030539,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-05,15.0,open,,current_no,,0.82641195,0.0,,0.847149884380123,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-06,11.0,open,,d2_no,,0.8467199999999999,0.0,,0.8794030101716599,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-07,10.0,open,,d1_no,,0.8467199999999999,0.0,,0.8840171812394084,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-07,11.0,hold_close_not_worth_cost,d1_no,d2_yes,d1_yes,0.0,0.0,0.6654453749811845,,,-0.10770037498118457
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-07,12.0,hold_close_not_worth_cost,d1_no,current_no,d1_yes,0.0,0.0,0.5685852650559955,,,-0.05104026505599546
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-08,10.0,open,,d2_no,,0.808,0.0,,0.8373046147309503,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-09,12.0,open,,d2_no,,0.63178,0.0,,0.6577358538147047,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-10,12.0,open,,d2_no,,0.808,0.0,,0.8408250721293281,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-10,13.0,close,d2_no,d1_no,d2_yes,0.661375,1.0,0.3282734987702179,,,0.010351501229782067
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-10,14.0,open,,d2_yes,,0.65152,0.0,,0.704260190435122,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-11,11.0,open,,d2_no,,0.43218,0.0,,0.4954460722347029,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-11,13.0,close,d2_no,d1_no,d2_yes,0.37151999999999996,1.0,0.5365926755724939,,,0.09188732442750613
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-12,11.0,open,,d2_no,,0.759375,0.0,,0.8229425536698497,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-12,15.0,hold_close_not_worth_cost,d2_no,current_no,d2_yes,0.0,0.0,0.9178735357857128,,,-0.06389353578571288
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-13,11.0,open,,d2_no,,0.7885800000000001,0.0,,0.8362033790682712,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-15,12.0,open,,d2_yes,,0.49248,0.0,,0.5275850369019299,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-16,10.0,open,,current_no,,0.65053395,0.0,,0.7876531652374584,,
target_book_close_only_ev0,dev_cv,Atlanta,2026-06-17,14.0,open,,d1_no,,0.47242,0.0,,0.526221811243237,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-03,11.0,open,,d2_no,,0.9045,0.0,,0.9252753201580745,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-04,12.0,open,,d2_yes,,0.5623750000000001,0.0,,0.5992647775838549,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-04,14.0,hold_close_not_worth_cost,d2_yes,d1_yes,d2_no,0.0,0.0,0.1142641965542698,,,-0.04751919655426985
target_book_close_only_ev0,dev_cv,Austin,2026-06-05,10.0,open,,d2_no,,0.69088,0.0,,0.7690504798590532,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-05,11.0,close,d2_no,current_no,d2_yes,0.3105,1.0,0.6313303944055368,,,0.05816960559446316
target_book_close_only_ev0,dev_cv,Austin,2026-06-05,12.0,open,,current_no,,0.45232,0.0,,0.5728386319398269,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-07,11.0,open,,d2_yes,,0.422095,0.0,,0.4706240543921144,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-09,12.0,open,,d2_no,,0.759375,0.0,,0.8218349345721753,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-09,13.0,close,d2_no,d2_yes,d2_yes,0.5623750000000001,1.0,0.4062381317993232,,,0.03138686820067671
target_book_close_only_ev0,dev_cv,Austin,2026-06-10,11.0,open,,d2_no,,0.808,0.0,,0.8511427506756116,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-10,13.0,hold_close_not_worth_cost,d2_no,d1_no,d2_yes,0.0,0.0,0.4867327394485213,,,-0.03915273944852132
target_book_close_only_ev0,dev_cv,Austin,2026-06-11,15.0,open,,d1_no,,0.7104999999999999,0.0,,0.7660899781206232,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-12,11.0,open,,d2_no,,0.76912,0.0,,0.8239112525593202,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-12,12.0,close,d2_no,d2_yes,d2_yes,0.661375,1.0,0.3148749041295803,,,0.023750095870419652
target_book_close_only_ev0,dev_cv,Austin,2026-06-13,12.0,open,,d2_no,,0.49248,0.0,,0.5298093925760737,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-13,14.0,close,d2_no,d2_yes,d2_yes,0.442255,1.0,0.5291775696195047,,,0.02856743038049525
target_book_close_only_ev0,dev_cv,Austin,2026-06-15,10.0,open,,current_no,,0.45232,0.0,,0.4885330804289181,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-16,11.0,open,,d2_no,,0.63178,0.0,,0.6563693235799122,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-19,12.0,open,,current_no,,0.914095,0.0,,0.9481683304293322,,
target_book_close_only_ev0,dev_cv,Austin,2026-06-19,15.0,close,current_no,d1_no,current_yes,0.49147795,1.0,0.348011161547666,,,0.16051088845233408
target_book_close_only_ev0,dev_cv,Beijing,2026-06-04,11.0,open,,d2_no,,0.87661795,0.0,,0.8976362141343215,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-05,13.0,open,,current_no,,0.582255,0.0,,0.6243036187937938,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-07,13.0,open,,d1_yes,,0.4724199999999999,0.0,,0.5294646444805702,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-08,13.0,open,,d2_yes,,0.4523199999999999,0.0,,0.5144354526008903,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-09,10.0,open,,d2_yes,,0.41200000000000003,0.0,,0.4543182101205549,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-10,11.0,open,,current_no,,0.5324800000000001,0.0,,0.5970240620899878,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-11,13.0,open,,d2_yes,,0.422095,0.0,,0.4474676050000814,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-14,14.0,open,,d1_no,,0.5324800000000001,0.0,,0.5810211755973766,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-15,14.0,open,,d2_yes,,0.4724199999999999,0.0,,0.5165744687144175,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-17,14.0,open,,current_no,,0.48245499999999997,0.0,,0.5066636535071092,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-18,11.0,open,,d2_no,,0.7398549999999999,0.0,,0.7677635866881725,,
target_book_close_only_ev0,dev_cv,Beijing,2026-06-20,14.0,open,,d1_no,,0.502495,0.0,,0.5288423938084517,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-02,11.0,open,,d1_no,,0.522495,0.0,,0.5577653676027059,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-03,11.0,open,,d1_no,,0.759375,0.0,,0.7872369428208976,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-05,11.0,open,,d2_no,,0.502495,0.0,,0.5567187682392954,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-05,12.0,close,d2_no,d1_no,d2_yes,0.3308799999999999,1.0,0.6119562386759969,,,0.05716376132400325
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-05,13.0,open,,current_no,,0.78566355,0.0,,0.8111369585729795,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-09,11.0,open,,d2_no,,0.64066795,0.0,,0.6626450110160547,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-10,10.0,open,,d1_no,,0.759375,0.0,,0.801465388878753,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-11,14.0,open,,d1_no,,0.502495,0.0,,0.5962224588126226,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-12,14.0,open,,d1_no,,0.67122,0.0,,0.7200845230161679,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-13,10.0,open,,d2_no,,0.86602,0.0,,0.8943308857007338,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-14,12.0,open,,d1_no,,0.5324800000000001,0.0,,0.5989502430301316,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-15,13.0,open,,d1_no,,0.49248,0.0,,0.5476936335059636,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-16,15.0,open,,d1_no,,0.6957887500000001,0.0,,0.7634233023967683,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-17,11.0,open,,d2_no,,0.69088,0.0,,0.7358387880741343,,
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-17,12.0,hold_close_not_worth_cost,d2_no,d1_no,d2_yes,0.0,0.0,0.7882606373249136,,,-0.02711563732491351
target_book_close_only_ev0,dev_cv,BuenosAires,2026-06-19,14.0,open,,d1_no,,0.502495,0.0,,0.5503756773259916,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-02,12.0,open,,current_no,,0.5613799500000001,0.0,,0.5951191632882196,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-03,10.0,open,,d2_no,,0.5623750000000001,0.0,,0.5911920595259278,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-04,11.0,open,,d1_yes,,0.48245499999999997,0.0,,0.5158867322514028,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-04,13.0,hold_close_not_worth_cost,d1_yes,d2_no,d1_no,0.0,0.0,0.5159644479912349,,,-0.22646444799123477
target_book_close_only_ev0,dev_cv,Busan,2026-06-05,12.0,open,,current_no,,0.7885800000000001,0.0,,0.8220073527201138,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-07,10.0,open,,d1_no,,0.720295,0.0,,0.7485327582283796,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-07,11.0,hold_close_not_worth_cost,d1_no,current_no,d1_yes,0.0,0.0,0.5987836196478745,,,-0.051103619647874354
target_book_close_only_ev0,dev_cv,Busan,2026-06-08,14.0,open,,d1_yes,,0.4724199999999999,0.0,,0.5106886197312229,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-09,10.0,open,,d2_yes,,0.442255,0.0,,0.4887542706149449,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-11,12.0,open,,d2_yes,,0.4724199999999999,0.0,,0.54738960122838,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-11,13.0,hold_close_not_worth_cost,d2_yes,d1_yes,d2_no,0.0,0.0,0.1680067047909155,,,-0.024381704790915504
target_book_close_only_ev0,dev_cv,Busan,2026-06-12,11.0,open,,d2_no,,0.6020949999999999,0.0,,0.6274018376173678,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-12,12.0,close,d2_no,d2_yes,d2_yes,0.55242,1.0,0.3991100628961582,,,0.04846993710384179
target_book_close_only_ev0,dev_cv,Busan,2026-06-12,13.0,open,,current_no,,0.621895,0.0,,0.6505156836125869,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-13,11.0,open,,d1_no,,0.63178,0.0,,0.6541395163262176,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-17,12.0,open,,d2_no,,0.778855,0.0,,0.8365191476731123,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-18,12.0,open,,d2_no,,0.7398549999999999,0.0,,0.7939840255295837,,
target_book_close_only_ev0,dev_cv,Busan,2026-06-20,10.0,open,,d1_yes,,0.4623749999999999,0.0,,0.4985594061171491,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-02,13.0,open,,d1_no,,0.74962,0.0,,0.7770060981593416,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-03,10.0,open,,d1_yes,,0.5125,0.0,,0.5427150403236061,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-05,11.0,open,,d2_yes,,0.522495,0.0,,0.5468100741838084,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-07,11.0,open,,d1_no,,0.69088,0.0,,0.71409254226823,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-11,13.0,open,,d2_no,,0.55242,0.0,,0.5873606127195914,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-12,13.0,open,,d1_no,,0.542455,0.0,,0.5750615857594001,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-13,12.0,open,,d1_no,,0.45232,0.0,,0.4870934459890956,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-15,13.0,open,,d1_no,,0.522495,0.0,,0.5446432773053568,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-16,12.0,open,,d2_yes,,0.502495,0.0,,0.5311125752417887,,
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-16,13.0,hold_close_not_worth_cost,d2_yes,d1_no,d2_no,0.0,0.0,0.0377791565163275,,,-0.018759156516327466
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-16,14.0,hold_close_not_worth_cost,d2_yes,d1_no,d2_no,0.0,0.0,0.00464875049054,,,-0.0027485504905399817
target_book_close_only_ev0,dev_cv,CapeTown,2026-06-18,14.0,open,,d1_no,,0.7104999999999999,0.0,,0.760513336974895,,
target_book_close_only_ev0,dev_cv,Chengdu,2026-06-05,15.0,open,,d2_no,,0.778855,0.0,,0.8015708074913832,,
target_book_close_only_ev0,dev_cv,Chengdu,2026-06-06,13.0,open,,current_no,,0.8467199999999999,0.0,,0.8797698458831138,,
target_book_close_only_ev0,dev_cv,Chengdu,2026-06-06,15.0,hold_close_not_worth_cost,current_no,d1_yes,current_yes,0.0,0.0,0.7869002587413982,,,-0.08719525874139822
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-04,14.0,open,,d2_yes,,0.442255,0.0,,0.4649827341922243,,
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-06,13.0,open,,current_no,,0.7885800000000001,0.0,,0.8140824530104075,,
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-08,11.0,open,,d2_no,,0.856375,0.0,,0.8783812215698956,,
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-09,14.0,open,,d2_yes,,0.442255,0.0,,0.4865916671291928,,
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-11,12.0,open,,d1_no,,0.5623750000000001,0.0,,0.6158916353302065,,
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-11,13.0,hold_close_not_worth_cost,d1_no,current_no,d1_yes,0.0,0.0,0.5990653990888435,,,-0.06144039908884347
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-12,11.0,open,,d1_yes,,0.41200000000000003,0.0,,0.4865978224636036,,
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-15,15.0,open,,d1_yes,,0.5125,0.0,,0.5563188680460952,,
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-16,11.0,open,,current_no,,0.856375,0.0,,0.8780000661423735,,
target_book_close_only_ev0,dev_cv,Chongqing,2026-06-16,12.0,hold_close_not_worth_cost,current_no,d1_yes,current_yes,0.0,0.0,0.7193467156080914,,,-0.10100171560809135
target_book_close_only_ev0,dev_cv,Dallas,2026-06-03,12.0,open,,d2_no,,0.65152,0.0,,0.6823323714124734,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-04,11.0,open,,d2_no,,0.641655,0.0,,0.7037431318842707,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-04,12.0,close,d2_no,d2_yes,d2_yes,0.4623749999999999,1.0,0.5099843637833722,,,0.027640636216627823
target_book_close_only_ev0,dev_cv,Dallas,2026-06-05,11.0,open,,d2_yes,,0.4724199999999999,0.0,,0.508018853440809,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-06,13.0,open,,d2_yes,,0.43218,0.0,,0.4934537097648628,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-07,12.0,open,,d2_no,,0.875655,0.0,,0.9215130198721232,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-08,14.0,open,,d2_no,,0.7885800000000001,0.0,,0.8198500824557352,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-08,15.0,hold_close_not_worth_cost,d2_no,d1_no,d2_yes,0.0,0.0,0.9851491344128332,,,-0.022884334412833218
target_book_close_only_ev0,dev_cv,Dallas,2026-06-09,12.0,open,,d2_no,,0.808,0.0,,0.8298254991117604,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-09,14.0,close,d2_no,d2_yes,d2_yes,0.5324800000000001,1.0,0.4080517442442335,,,0.05946825575576642
target_book_close_only_ev0,dev_cv,Dallas,2026-06-10,15.0,open,,d2_no,,0.808,0.0,,0.8401402091136192,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-10,18.0,hold_close_not_worth_cost,d2_no,d1_no,d2_yes,0.0,0.0,0.9987395394472912,,,-0.001889089447291159
target_book_close_only_ev0,dev_cv,Dallas,2026-06-11,14.0,open,,d2_yes,,0.5324800000000001,0.0,,0.5547566637418938,,
target_book_close_only_ev0,dev_cv,Dallas,2026-06-12,12.0,open,,d1_no,,0.502495,0.0,,0.5851807603090535,,
